userid,avg
300,4
301,4.666666667
302,4.5
303,3.288888889
304,3
305,4.75
306,3.310344828
307,1
308,3.596153846
309,4.083333333
310,2.409090909
311,3.6875
312,3.072222222
313,3.413461538
314,3.984126984
315,5
316,4
317,3.433333333
318,4.772727273
319,2.860759494
320,3.515151515
321,3.120786517
322,4.090909091
323,3.772727273
324,4.3375
325,3.951923077
326,3.888888889
328,3
329,4.5
330,3.095833333
331,4.560606061
332,3.391213389
333,3.25
334,4.307692308
335,4.263157895
336,3.785714286
337,4.372093023
338,3.304347826
339,4.333333333
340,3.471291866
341,3.925925926
342,3.548387097
343,3.964285714
344,4.533333333
345,2.857142857
346,3.474683544
347,5
348,3.80952381
349,3.375
350,2.736842105
352,4.117647059
353,3.617088608
354,4.01369863
355,2.909090909
356,2.75
357,3
358,4.142857143
359,3.511415525
360,4.366666667
361,4.136363636
362,3.678321678
363,4.204545455
364,2.6
365,3.325581395
366,3.435897436
367,2.928571429
368,2.831501832
369,2.583333333
370,3.105263158
371,4.447368421
372,3.75
373,4
374,2.2
375,3.5625
376,4.215686275
377,3.571428571
378,3.25
379,4
380,4.37037037
382,4.047619048
383,4.25
384,3.792857143
385,3.5
386,3.347826087
387,2.736842105
388,4.333333333
389,3.75
390,3.199152542
391,3.586956522
392,3.949074074
393,2.833333333
395,3.727272727
396,1
397,3.428571429
398,2.668650794
400,3.531531532
401,4.2
402,5
403,3.75
404,3.587719298
405,3.555555556
406,4
407,3.9375
408,2.911764706
409,1.833333333
410,4.269230769
411,4.333333333
412,4.125
413,3.461538462
414,4.2
415,3.598425197
416,3.947368421
417,3.854166667
418,3.727272727
419,3.69047619
420,4.730769231
421,3.480769231
422,3.125
423,3.619047619
424,4
425,3.618421053
426,3.288888889
427,3.577777778
428,4.6
429,2.849683544
430,4.1
431,4.015384615
432,3.558823529
433,4.153846154
434,3.263043478
435,4.227272727
436,3.127906977
437,4
438,3.928571429
439,2.788461538
440,2.75
441,5
442,3.666666667
443,4.056603774
444,3
445,3.278195489
446,3.25
447,4.3125
448,4.5
449,4
450,2.954954955
451,3.836065574
452,3.863636364
453,4.461538462
454,4.125
455,3.585714286
456,3.85
457,3.682692308
458,3.0625
459,3.544117647
460,2.409090909
461,3.163157895
462,3.5
463,2.744827586
464,5
465,2.589473684
466,3.461538462
467,4.333333333
468,3.08097166
469,3.446808511
470,2.75
471,3.758064516
472,3.833333333
474,3.285714286
475,4.181818182
476,3.633333333
477,4.375
478,3.681818182
479,4.185714286
480,3.663043478
481,2.8
482,2.853092784
483,3.373350923
485,4.1
486,5
487,3.595238095
488,3.714285714
489,4.75
490,3.650943396
491,3.329545455
492,3.447368421
493,3.294117647
494,3.785714286
495,4.032608696
496,4
497,3.45
498,3.75
499,3.783783784
500,4.666666667
501,3.769230769
502,3.1
503,4.120253165
504,3.75
505,3.578947368
506,3.163793103
507,4.446428571
508,3.25
509,4.380952381
510,4.433333333
511,2.571428571
512,2.954022989
513,3.6875
514,3.666666667
515,4.052631579
516,3
517,4.079545455
518,3.257142857
519,3.84375
521,3.6
522,3.722222222
523,4.23655914
524,3.972972973
525,4.5
526,3.3125
527,3.678082192
528,3.444444444
529,3.378378378
530,3.5
531,0.5
532,5
533,3.303983229
534,3.717391304
535,3.5
536,2.928571429
537,1.1
538,3.972222222
539,3.5
540,4.25
541,3.866666667
542,3.166666667
543,3.464552239
544,3.267857143
545,3.463636364
546,3.611111111
547,3.5
548,2.5625
549,2.318181818
550,5
551,4.075757576
552,3.857142857
553,3.611111111
554,3.8
555,3.05
556,3.181818182
557,4.01010101
558,3.666666667
559,3.81097561
561,3.722222222
562,4.5
563,4
564,4.333333333
565,3.625
566,4
567,2.828070175
568,4.128571429
569,4
570,3.404761905
571,3.5
572,4
573,3.375
574,3.731707317
575,3.75
576,4.396226415
577,3.5
578,4.588235294
579,3.884615385
580,3.785714286
581,2.852112676
582,3.754237288
583,4.161290323
584,3.846153846
585,3.894736842
586,3.634615385
587,3.714285714
588,3.085714286
589,3
590,3.763157895
591,3.75
592,3.435897436
593,3.083333333
595,3.25
596,3.428571429
597,3.2
598,3
599,4.4
600,3.61637931
601,4.5
602,3.889830508
603,3.384615385
604,3.947368421
605,3.796296296
606,3.705357143
607,2.305555556
608,2.875
609,4.5
610,2.333333333
611,3.169471154
612,4
613,3.46875
614,3.561403509
615,4.162162162
616,4.113636364
617,3.25
618,4.222222222
619,3.78
620,3.666666667
621,4
622,3.466666667
623,3.882352941
624,4.172727273
625,4.047368421
626,3
627,3.730769231
628,0.5
629,4.166666667
630,3.295454545
631,3.333333333
632,3.541666667
633,3.565656566
634,2.6
635,3.538461538
636,3.95
637,2.714285714
638,3.134615385
639,4
640,3.258426966
641,3.946428571
642,1.75
643,4
644,3.333333333
645,4
646,3.583333333
647,4.4
648,2.666666667
649,3
650,4
651,3.46875
652,4.039215686
653,3.916666667
654,3.5625
655,3
656,3.5
657,3.666666667
658,3.484848485
659,3.333333333
660,4.153225806
661,2.970873786
662,1
663,3.487804878
664,4.166666667
665,1.75
666,2
667,3.907407407
668,3.222222222
669,3.763636364
670,4.25
671,4.5
672,4.233082707
673,4.142857143
674,3.46875
675,3.1
676,2.666666667
677,2.708333333
678,4.6
679,3.823529412
680,3.090909091
681,2.972972973
682,3.223785166
684,3.25
685,4.625
686,4.260273973
687,3.575
688,3.9
689,4.823529412
690,3.303278689
691,3.764705882
692,3.461538462
693,4
694,2.65
695,4.75
696,4.25
697,4.184210526
698,3.65
699,4.52173913
700,3.4
701,3.518518519
702,3.373076923
703,3.574468085
704,3.071428571
705,4.25
706,3.305555556
707,3.347826087
708,3.428571429
709,5
710,4.166666667
711,3.514925373
713,4.014792899
714,3.5
715,3.807692308
716,2.9
717,2.68
718,2.625
719,3.613475177
720,3.555555556
721,3.5
722,3.727272727
723,3.25
724,3.278947368
725,2.8125
726,4.442307692
727,3.230769231
728,3.664670659
729,3.357142857
730,2.083333333
731,3.705882353
732,3.489130435
733,3.51459854
734,4
735,3
736,4.030769231
737,3.375
738,3.456521739
739,3.714285714
740,4.542763158
741,3.498933902
742,3.7
743,3.743243243
744,4.243243243
745,3.176470588
746,4.369047619
747,3.8
748,4.166666667
749,4
750,4.142857143
751,3.77
752,4.083333333
753,3.888888889
754,4.071428571
755,3.550505051
756,4.5
757,4.444444444
758,4.482758621
759,3.818181818
760,4.058823529
761,4.148648649
762,3.318181818
763,3.5
764,3.8
765,3.46728972
766,3.012048193
767,3.195121951
768,2.136363636
769,2.833333333
770,3.666666667
772,3.295238095
773,3.75
774,3.642857143
775,3.389830508
776,4.375
777,3.125
778,3.475409836
779,3.413043478
780,3.375
781,3.857142857
782,3
783,3.6875
784,2.8125
785,4.222222222
786,3.125
787,2.5
788,4.156862745
789,2.8
790,3.738095238
791,3.583333333
792,2.966386555
793,3.9
794,4.375
795,5
796,3.239130435
797,4
798,4.327272727
799,3.708333333
800,3.75
801,3.981481481
802,2.714285714
803,2.944444444
804,3.625
805,3.475285171
806,3.961538462
807,3.356435644
808,3.869565217
809,4.222222222
810,3.4375
811,2.444444444
812,4.318181818
813,2.178571429
814,3.357142857
815,4.052631579
816,3.615384615
817,3.8984375
818,3.083333333
819,1.4
820,3
821,3.7
822,3.388888889
823,3.379310345
824,3.71025641
825,3.329225352
826,3.120689655
827,4
828,3.362068966
829,3.707865169
830,3.591836735
831,4.375
832,4.592105263
833,5
834,3.395927602
835,3.56
836,3.197544643
837,3.366666667
838,3.714285714
839,4.03125
840,4.384615385
841,4.166666667
842,4.538461538
843,3.869565217
844,3.3
845,3.420289855
846,3.118644068
847,4.3
848,4.352272727
849,2.897637795
850,3.301886792
851,3.114754098
852,3.246666667
853,2.875
854,3.357142857
855,4
856,3.626086957
857,3.785714286
858,3.666666667
859,3.727272727
860,3.25210084
861,2.666666667
862,4.285714286
863,3.236842105
864,4.75
865,4.071428571
866,3.944444444
867,3.8
869,4.28125
870,3.857142857
871,3.719745223
872,3.161290323
873,3.80952381
874,2.666666667
875,3.063829787
876,2.666666667
877,2.967741935
878,3.470744681
879,3.536585366
880,4.289473684
881,3.815789474
882,3.885714286
883,3.833333333
884,3.777777778
885,4.078947368
886,2.954545455
887,3.087064677
888,4.076923077
889,4
890,3.705882353
891,3.315789474
892,3.633333333
893,3.5
894,4.5
895,4
896,4.043209877
897,5
898,4.014084507
900,3.458333333
902,3.5
903,4.5
904,3.85
906,3.166666667
907,4
908,2.783464567
909,4
910,3.9
911,4
912,4.166666667
913,3.7
914,3.066666667
915,3.923076923
916,3.696969697
917,3.0625
918,3.888888889
919,3.5
920,4.25
921,2.65
922,4.098870056
923,4.5
924,2.925742574
925,2.967032967
926,3.918918919
927,2.34375
928,4
929,3.25
930,3.30620155
931,3.879888268
932,2.5
933,4.280487805
934,3.304878049
935,3.166666667
936,3.292682927
937,3.132743363
938,4.5
939,4.5
940,3.666666667
941,3.25
942,3.970588235
943,4.25
944,3.6
945,5
946,5
947,4.125
948,3.833333333
949,2.772727273
950,3.833333333
951,3.882352941
952,3.674698795
953,4.304347826
954,4.875
955,4.210526316
956,4.375
957,4.285714286
958,3.578947368
959,4.3
960,3.5
961,3.825
962,4.285714286
963,3.704918033
964,2.875
965,3.838095238
966,3.454545455
967,3.833333333
968,3.97
969,4.380952381
970,3
971,3.548994975
972,2.8
973,4.5
974,4.012820513
975,4.333333333
976,5
977,3.5
978,3.735849057
979,3.307692308
980,5
981,3.536764706
982,3.625
983,4
984,3.909090909
985,3.714285714
986,3
987,2.222222222
988,3.941666667
989,2.777777778
990,3.546391753
991,3.384615385
992,3.8
993,4.530612245
994,3.333333333
995,2.25
996,3.807692308
997,3.605263158
998,3.245614035
999,3.55
1000,3.5
1001,4.153846154
1002,3.753333333
1003,3.160714286
1004,3.571428571
1005,3.8
1006,3.115384615
1007,4.25
1008,4
1009,3.5
1010,2.855670103
1011,3.203703704
1012,3.682926829
1013,3.380952381
1014,3.233333333
1015,3.35
1016,3
1017,2.071428571
1018,3.543478261
1019,3.590909091
1020,3.416666667
1021,3.166666667
1023,4.037313433
1024,4.5
1025,3.441176471
1026,3.88
1027,1.5
1028,3.6
1029,4.047619048
1030,3.875
1031,3.868421053
1032,4
1033,3.666666667
1034,4.048780488
1035,3.5
1036,2.5
1037,3
1038,3.666666667
1039,4.2
1040,4.239583333
1041,2.226337449
1042,3.666666667
1043,1.5
1044,4.208333333
1045,3.8
1046,4.2
1047,3.454081633
1048,4.782608696
1049,5
1050,3.4375
1051,3.039351852
1052,4.34375
1053,4.052325581
1054,3.5
1055,2.618320611
1056,4.235294118
1057,4
1058,3.3
1059,3.333333333
1060,4.129213483
1061,3.8
1062,3.174342105
1063,3
1064,3.272727273
1065,4.289473684
1066,3.864864865
1067,3.054545455
1068,2.928571429
1069,3.597222222
1070,3.360655738
1071,4.039473684
1072,4.575471698
1073,4.402777778
1074,3.815789474
1075,3.642857143
1076,3.739361702
1077,2.75
1078,4.136363636
1079,3.333333333
1080,4.270833333
1081,3.666666667
1082,3.96
1083,3.636363636
1084,4.225
1086,3.5
1087,4.291666667
1088,4.5
1089,4
1090,3.608695652
1091,3.888888889
1092,3.594936709
1093,3.759036145
1094,3.75
1095,3.503703704
1096,3.438596491
1097,4.054347826
1098,2.166666667
1099,4.4
1100,4.155172414
1101,2.5
1102,4.086956522
1103,3.375
1104,3.647651007
1105,4.411764706
1106,3.555555556
1107,4.8125
1108,4.125
1109,3.362318841
1110,4.464285714
1111,3.935483871
1112,3.88
1113,4.290322581
1114,3.810218978
1115,5
1116,3.583333333
1117,3.082706767
1118,3.888888889
1119,3.892857143
1120,3.181818182
1121,3.612903226
1122,3.446428571
1123,3.125
1124,4.079470199
1125,5
1126,3.310810811
1128,3.9
1129,2.142857143
1130,3.775
1131,4.235294118
1132,3.631578947
1133,3.391304348
1134,4.031914894
1135,2.933333333
1136,3.789244186
1137,3.5
1138,3.731884058
1139,3.454545455
1140,3.62406015
1141,4.538461538
1142,3.945054945
1143,3.43442623
1144,3.5
1145,3.664351852
1146,5
1147,3.265306122
1148,3.622222222
1149,3.196581197
1150,4.505681818
1151,3.147058824
1152,3.170731707
1153,3.2
1154,3.36
1155,3.169902913
1156,3.909482759
1157,2
1158,3.209302326
1159,3.190789474
1160,3.174157303
1161,4.2
1162,2.666666667
1163,3.333333333
1164,3.658536585
1165,3.846153846
1166,4.029411765
1167,3.571428571
1168,2.833333333
1169,3.875
1170,3.811881188
1171,3.35
1172,4.185185185
1173,3.424242424
1174,4.5
1175,4
1176,4
1177,3.593939394
1178,3.486486486
1179,3.233870968
1180,4.25
1181,5
1182,4
1183,4
1184,3.240740741
1185,3.477272727
1186,4.666666667
1187,3.588235294
1188,4.193181818
1189,3.75
1190,2.692307692
1191,3.277777778
1192,3.25
1193,2.967741935
1194,4.095238095
1195,3.9
1196,3.4
1197,3.571428571
1198,4.333333333
1199,4.28125
1200,3.666666667
1201,4
1202,4.5
1203,3.528846154
1204,3
1205,3.666666667
1206,3.4375
1207,3.670940171
1208,3.888888889
1209,4.8125
1210,4.25
1211,3.5
1212,3.625
1213,3.393939394
1214,4.195121951
1215,3.78125
1216,3.945945946
1217,3.401785714
1218,2.888888889
1219,3.315789474
1220,4
1221,3
1222,4
1224,3.166666667
1225,3.7
1226,3
1227,3.474137931
1228,5
1229,4
1230,2.75
1231,3.523809524
1232,1.727272727
1233,2.791666667
1234,3.795454545
1235,3.944444444
1236,3.529411765
1237,3.861111111
1238,3.742424242
1239,4.034482759
1240,4.210280374
1241,4
1242,3.165745856
1243,3.825
1244,3.478723404
1245,3.955555556
1246,3.944444444
1247,3.87037037
1248,3.916666667
1249,5
1250,3.843971631
1251,4.128205128
1252,4.571428571
1253,4
1254,3.166666667
1255,3.5
1256,4.395833333
1257,4.6
1258,3.782945736
1259,4.172413793
1260,4.2
1261,3.140740741
1262,2.75
1263,3.336206897
1264,3
1265,2.99122807
1266,3.363636364
1267,3.181818182
1268,3.285714286
1269,3.333333333
1270,3.888888889
1271,4.214285714
1272,3.947368421
1273,4.4
1274,2.791366906
1275,4.104166667
1276,2.857142857
1277,4
1278,4.3
1279,3.930232558
1280,3
1281,3.833333333
1282,3.013513514
1283,3.384615385
1284,3.797385621
1285,3.608974359
1286,1
1287,4.25
1288,4.077777778
1289,4.5
1290,3
1291,4.181818182
1292,2.8
1293,3.428571429
1294,4
1295,3.538461538
1296,2.896551724
1297,2.8125
1298,2.8
1299,4.166666667
1300,2.055555556
1301,4.142857143
1302,3.5
1303,4.45
1304,3.36
1305,3.166666667
1306,3.033898305
1307,3.541666667
1308,3.166666667
1309,3.469387755
1310,4.5
1311,5
1312,3.05
1313,3.071428571
1314,3.25
1315,4
1316,3.881381381
1317,4.388888889
1318,4
1319,4.333333333
1320,4.275862069
1321,3.666666667
1322,4
1323,4.85483871
1324,3.666666667
1325,3.75
1327,4
1328,2.85
1329,3.5
1330,3.857142857
1331,3.518518519
1332,4.071428571
1333,3.777777778
1334,2.5
1335,4.333333333
1336,3.5
1337,4.608333333
1338,3.62
1340,3.555555556
1341,2.666666667
1342,2.833333333
1344,3
1345,4.22
1346,3.258169935
1347,4.285714286
1348,3.0625
1349,3.510416667
1350,3.285714286
1351,3.8125
1352,3.5
1353,4
1354,4.275862069
1355,3.232067511
1356,4.666666667
1357,3
1358,3.38
1359,3.333333333
1360,2.954545455
1361,4.47706422
1362,2.916666667
1363,4.5
1364,3.06
1365,2.2
1366,4
1367,3.467153285
1368,3.75
1369,3.837349398
1370,3.224528302
1371,3.739130435
1372,2.966666667
1373,4.132075472
1374,3.777777778
1375,4.666666667
1376,3.666666667
1377,4.4
1378,5
1379,2.938502674
1380,3.513565891
1381,4.285714286
1382,3.821428571
1383,4.162790698
1384,3.6
1385,4.333333333
1386,3.068627451
1387,2.636363636
1388,3.928571429
1389,4.545454545
1390,3
1391,4
1392,4.166666667
1393,3.076923077
1394,4.490566038
1395,3.882352941
1396,5
1397,5
1398,3.861111111
1399,3.412601626
1400,3.428571429
1401,4
1402,3.2
1403,3.833333333
1405,4
1406,3.466666667
1408,3.78
1409,3.313253012
1410,4
1411,3.983333333
1412,3.15
1413,3.540322581
1414,3.359375
1415,3.2
1416,2.4375
1417,4
1418,4.125
1419,2.4
1420,3.2
1421,4.1125
1422,3.1875
1423,4.25
1424,3.363636364
1425,4.227272727
1426,4.088235294
1427,4
1428,3.67768595
1429,3.857142857
1430,4.75
1431,3.24
1432,4.196428571
1433,3.9
1434,3.475
1435,3.373239437
1436,3.888888889
1437,3.5625
1438,3.425531915
1439,2.75
1440,3.875
1441,2.95
1442,3.65
1443,1.944444444
1444,4
1445,3.794871795
1446,3.642857143
1447,4.461538462
1448,4.375
1449,4
1450,3.666666667
1451,4.1
1452,5
1453,3.704819277
1454,3.491666667
1455,4.126760563
1456,2.333333333
1457,1.166666667
1458,2.970588235
1459,3.125
1460,3.620915033
1461,3
1462,3.166666667
1463,3.466666667
1464,3.333333333
1465,3.826086957
1466,2.547619048
1467,4
1469,3.888888889
1470,4.066666667
1471,3.225806452
1472,4
1473,2.4
1474,3.125
1475,3.678571429
1476,4.384615385
1477,3.516853933
1478,3.431034483
1479,3.8125
1480,3.272727273
1481,3.25
1482,3.25
1483,3.913043478
1484,3.185454545
1485,5
1486,2
1487,3.2
1488,3.833333333
1489,5
1490,3.882352941
1491,3.7
1492,3.258064516
1493,4.833333333
1494,3.021276596
1495,5
1497,2.166666667
1498,3.666666667
1499,3.814814815
1500,4.4
1501,4.166666667
1502,3.833333333
1503,3.157894737
1504,2.880952381
1505,3.528985507
1506,3.111111111
1507,3.416666667
1508,4
1509,3.602564103
1510,3.666666667
1511,3.666666667
1512,4.166666667
1513,2.071428571
1515,3.5
1516,1.9
1517,4.298076923
1518,3.233333333
1519,4.154761905
1520,4.5
1521,4.5
1522,4.333333333
1524,3.848837209
1525,4.3
1526,4.653846154
1527,2.6
1528,3.387323944
1529,3.917085427
1530,4.5
1531,3.166666667
1532,3.5
1533,2.777777778
1534,3.944444444
1535,2.666666667
1536,4.470588235
1537,4.5
1538,4.194444444
1539,3.916666667
1540,3.788461538
1541,3.479166667
1542,3.822033898
1544,2.9
1545,3.392857143
1546,3.214285714
1547,2.958333333
1548,4
1549,3.648148148
1550,3.6875
1551,4.5
1552,4.205882353
1553,4
1554,4.24
1555,4.048192771
1556,5
1557,3.736111111
1558,4.02173913
1559,3.173728814
1560,3.25
1561,3.846153846
1562,3.793103448
1563,4.666666667
1564,4.178571429
1565,3.2
1566,3.5
1567,3.875
1568,3.2
1569,3.25
1570,3.017241379
1571,3.115384615
1572,3.633640553
1573,5
1574,5
1575,4.625
1576,3.808641975
1577,2.7
1578,2.691919192
1579,3.538011696
1580,1.875
1581,3.645833333
1582,3.482142857
1583,2.25
1584,3.9
1585,3.776923077
1586,3.59223301
1587,3.776315789
1588,4.037037037
1589,4.322580645
1590,2.268292683
1591,3.941176471
1592,4.022727273
1593,4.333333333
1594,3.571428571
1595,3.375
1596,3
1597,2.75
1598,3.5
1599,4.161290323
1600,2.846153846
1601,3.725806452
1602,3.323529412
1603,4.25
1604,3.611111111
1605,3.428571429
1606,2.833333333
1607,3.094017094
1608,3
1609,4.005747126
1610,4.230769231
1611,3.807692308
1612,3.384615385
1613,4
1614,3.5
1615,3.538461538
1616,3.1
1617,3.392857143
1618,3.245098039
1619,5
1620,4.821428571
1621,3.636363636
1622,3.388888889
1623,3.875
1624,1.75
1625,3.8
1626,3.7
1627,3.412371134
1628,3.675925926
1629,3.833333333
1630,4
1631,3.638297872
1632,4.307692308
1633,2.333333333
1634,3.5
1635,3.428571429
1636,3.195
1637,4
1638,4.006024096
1639,3.285714286
1640,3
1641,3.663043478
1642,3.045454545
1643,4.25
1644,3.5
1645,3.016304348
1646,2.45
1647,3.379310345
1648,4.0625
1649,4.037037037
1650,3.863636364
1651,3.701030928
1652,3.399764151
1653,4.288659794
1654,2.166666667
1655,3.375
1656,3.6
1657,3.46875
1658,3.657894737
1659,3.972972973
1660,3.164383562
1661,3.592592593
1662,3.034965035
1663,3.939393939
1664,3.384615385
1665,3.644067797
1666,3
1667,2.666666667
1668,3.181818182
1669,4.5
1670,4.158119658
1671,3.038461538
1672,3.809210526
1673,3.273049645
1674,3.625
1675,2.89
1676,2.5
1677,4
1678,2.75
1679,3.2
1680,4
1683,5
1684,3.285714286
1685,3.56875
1686,3.5
1687,3
1688,3.428571429
1689,4.34
1690,3.714285714
1691,3.25
1692,3
1693,3.2
1694,4.45
1695,2.5
1696,3.357142857
1697,4.1875
1698,3.166666667
1699,3.602564103
1700,3.588235294
1701,3.333333333
1702,2.923076923
1703,5
1704,3.84
1705,3.631147541
1706,3.828947368
1707,3.03164557
1708,3.625
1709,3.461206897
1710,2.666666667
1711,3.4
1712,4.13
1713,3.935483871
1714,3.488372093
1715,4.75
1716,3.055555556
1717,4.25
1718,3.75
1719,3.6
1720,4.166666667
1721,4.409090909
1722,3.8
1723,2
1724,4.074074074
1725,3.090909091
1726,2.80239521
1727,2.214285714
1728,4.269230769
1729,5
1730,3.92
1731,4.121212121
1732,3.714285714
1733,3
1734,3.25
1735,4.125
1736,2.857142857
1737,4.333333333
1738,3.078571429
1739,4.333333333
1740,3.579487179
1742,3.264705882
1743,4.5
1744,4.586206897
1745,4.208333333
1746,2.842857143
1747,3.290322581
1748,4.181818182
1749,2.25
1750,3.833333333
1751,4.166666667
1753,4.166666667
1755,3.583333333
1756,4.2
1757,3.782451923
1758,4.142857143
1759,1.230769231
1760,3.818181818
1761,1.055555556
1762,3.897959184
1763,3.555555556
1764,3.88
1765,4.2
1766,4
1767,2.75
1768,3.413043478
1769,3.826086957
1770,2.6
1771,3.7
1772,2.833333333
1773,3.846153846
1774,4
1775,4.444444444
1776,4
1777,4.076086957
1778,3.680555556
1779,3
1780,3.9375
1781,4.406976744
1783,2.666666667
1784,3.515625
1785,3.729885057
1786,3.777777778
1787,3.490566038
1788,3.611940299
1789,5
1790,3.875
1791,4.027777778
1792,3.772727273
1793,4
1794,3.706896552
1795,3.222222222
1796,4.605263158
1797,4.495
1798,2.952380952
1799,3.421568627
1800,3.026315789
1801,3.333333333
1802,3.334782609
1803,3.6
1804,3.793103448
1805,3.928571429
1806,3
1807,4.333333333
1808,3.857142857
1809,4.4375
1810,4.136363636
1811,2.98
1812,3.55
1813,3.666666667
1814,3.222222222
1815,3.807692308
1816,2.4375
1817,3.647959184
1818,4.055555556
1819,2.1
1820,2
1821,3.4
1822,2.9
1823,3.117647059
1824,3.96
1825,3.49137931
1826,3
1827,3.041666667
1828,3.588235294
1829,3.4
1830,4.333333333
1831,3.875
1832,3.330291971
1833,3.202020202
1834,4.04
1835,4
1836,2
1838,4.55
1839,3.666666667
1841,2.388888889
1842,4.333333333
1843,4.219354839
1844,3.785714286
1845,4.115942029
1846,3.399019608
1847,3.181818182
1848,5
1849,3.777777778
1850,3.68
1851,3.777777778
1852,3.363636364
1853,4.142857143
1854,4
1855,4.5
1856,3.590909091
1857,3.789940828
1858,3.931818182
1859,3.873762376
1860,2.5
1861,3.352941176
1862,3.4
1863,3.858108108
1864,3.375
1865,2.82
1866,3.259259259
1867,2.75
1868,3.227272727
1869,4.048076923
1870,3.555555556
1871,3.258823529
1872,3.442307692
1873,3.716049383
1874,3.6
1875,3.5
1876,2.929347826
1877,4
1878,3.557692308
1879,4.05
1880,3.785714286
1881,4.064814815
1882,3.416666667
1883,2.3125
1884,2.818181818
1885,3.671052632
1886,4.25
1887,3.727272727
1888,3.353061224
1889,1.274509804
1890,3.638888889
1891,4.333333333
